term?nullable?firstset?followset
start?False?"'extern','bool','void','float','int'"?""
program?False?"'extern','bool','void','float','int'"?"EOF"
extern_list?False?"'extern'"?"'float','bool','void','int'"
extern_list1?True?"'extern',epsilon"?"'float','bool','void','int'"
extern?False?"'extern'"?"'extern','bool','void','float','int'"
decl_list?False?"'float','bool','void','int'"?"EOF"
decl_list1?True?"'bool','void','float',epsilon,'int'"?"EOF"
decl?False?"'bool','void','float','int'"?"'bool','void',EOF,'float','int'"
var_decl?False?"'float','bool','int'"?"'bool','void',EOF,'float','int'"
type_spec?False?"'float','bool','void','int'"?"IDENT"
var_type?False?"'float','bool','int'"?"IDENT"
fun_decl?False?"'float','bool','void','int'"?"'bool','void',EOF,'float','int'"
params?True?"'bool','void','float',epsilon,'int'"?"')'"
param_list?False?"'float','bool','int'"?"')'"
param_list1?True?"',',epsilon"?"')'"
param?False?"'float','bool','int'"?"',',')'"
block?False?"'{'"?"EOF,'}','else',';','while','if','bool','void','-','float',FLOAT_LIT,'(','int','return',IDENT,INT_LIT,BOOL_LIT,'!','{'"
local_decls?True?"'bool','int','float',epsilon"?"'if','-',FLOAT_LIT,'(',';','return',IDENT,'while',INT_LIT,BOOL_LIT,'!','{'"
local_decl?False?"'float','bool','int'"?"'if','bool','-','{','float',FLOAT_LIT,'int','(',';','return','while',INT_LIT,BOOL_LIT,'!',IDENT"
stmt_list?True?"'if','-','{',FLOAT_LIT,'(',epsilon,';','return','while',INT_LIT,BOOL_LIT,'!',IDENT"?"'}'"
stmt?False?"'if','-','{',FLOAT_LIT,'(',';','return','while',INT_LIT,BOOL_LIT,'!',IDENT"?"'if','-','}',FLOAT_LIT,'(',';','return',IDENT,'while',INT_LIT,BOOL_LIT,'!','{'"
expr_stmt?False?"'-',INT_LIT,BOOL_LIT,FLOAT_LIT,'(','!',IDENT,';'"?"'if','-','}',FLOAT_LIT,'(',';','return',IDENT,'while',INT_LIT,BOOL_LIT,'!','{'"
while_stmt?False?"'while'"?"'if','-','}',FLOAT_LIT,'(',';','return',IDENT,'while',INT_LIT,BOOL_LIT,'!','{'"
if_stmt?False?"'if'"?"'if','-','}',FLOAT_LIT,'(',';','return',IDENT,'while',INT_LIT,BOOL_LIT,'!','{'"
else_stmt?True?"'else',epsilon"?"'if','-','}',FLOAT_LIT,'(',';','return',IDENT,'while',INT_LIT,BOOL_LIT,'!','{'"
return_stmt?False?"'return'"?"'if','-','}',FLOAT_LIT,'(',';','return',IDENT,'while',INT_LIT,BOOL_LIT,'!','{'"
expr?False?"'-',FLOAT_LIT,'(',INT_LIT,BOOL_LIT,'!',IDENT"?"')',';',','"
rval?False?"'-',INT_LIT,BOOL_LIT,FLOAT_LIT,'(','!',IDENT"?"')',';',','"
rval_lf?True?"epsilon,'||'"?"')',';',','"
rval1?False?"'-',INT_LIT,BOOL_LIT,FLOAT_LIT,'(','!',IDENT"?"')',';',',','||'"
rval1_lf?True?"epsilon,'&&'"?"')',';',',','||'"
rval2?False?"'-',INT_LIT,BOOL_LIT,FLOAT_LIT,'(','!',IDENT"?"')',',','&&','||',';'"
rval2_lf?True?"'==',epsilon,'!='"?"')',',','&&','||',';'"
rval3?False?"'-',INT_LIT,BOOL_LIT,FLOAT_LIT,'(','!',IDENT"?"')','==',',','||','&&','!=',';'"
rval3_lf?True?"'>=','<=',epsilon,'<','>'"?"')','==',',','||','&&','!=',';'"
rval4?False?"'-',INT_LIT,BOOL_LIT,FLOAT_LIT,'(','!',IDENT"?"'==','>=','&&','<=','!=',';',')',',','||','<','>'"
rval4_lf?True?"epsilon,'-','+'"?"'==','>=','&&','<=','!=',';',')',',','||','<','>'"
rval5?False?"'-',INT_LIT,BOOL_LIT,FLOAT_LIT,'(','!',IDENT"?"'==','>=','-','&&','<=','+',';',')',',','||','!=','<','>'"
rval5_lf?True?"'%','*','/',epsilon"?"'==','>=','-','&&','<=','+',';',')',',','||','!=','<','>'"
rval6?False?"'-',INT_LIT,BOOL_LIT,FLOAT_LIT,'(','!',IDENT"?"'==','>=','%','+',';',',','||','!=','<','>','-','&&','<=',')','*','/'"
rval7?False?"INT_LIT,BOOL_LIT,FLOAT_LIT,'(',IDENT"?"'==','>=','%','+',';',',','||','!=','<','>','-','&&','<=',')','*','/'"
args?True?"'-',FLOAT_LIT,epsilon,'(',INT_LIT,BOOL_LIT,'!',IDENT"?"')'"
arg_list?False?"'-',INT_LIT,BOOL_LIT,FLOAT_LIT,'(','!',IDENT"?"')'"
arg_list1?True?"',',epsilon"?"')'"
epsilon?True?""?"N/A"
'('?False?"'('"?"N/A"
')'?False?"')'"?"N/A"
'{'?False?"'{'"?"N/A"
'}'?False?"'}'"?"N/A"
';'?False?"';'"?"N/A"
','?False?"','"?"N/A"
'+'?False?"'+'"?"N/A"
'-'?False?"'-'"?"N/A"
'*'?False?"'*'"?"N/A"
'/'?False?"'/'"?"N/A"
'%'?False?"'%'"?"N/A"
'<'?False?"'<'"?"N/A"
'>'?False?"'>'"?"N/A"
'!'?False?"'!'"?"N/A"
'='?False?"'='"?"N/A"
'<='?False?"'<='"?"N/A"
'>='?False?"'>='"?"N/A"
'=='?False?"'=='"?"N/A"
'!='?False?"'!='"?"N/A"
'||'?False?"'||'"?"N/A"
'&&'?False?"'&&'"?"N/A"
'extern'?False?"'extern'"?"N/A"
'if'?False?"'if'"?"N/A"
'else'?False?"'else'"?"N/A"
'while'?False?"'while'"?"N/A"
'return'?False?"'return'"?"N/A"
'void'?False?"'void'"?"N/A"
'int'?False?"'int'"?"N/A"
'float'?False?"'float'"?"N/A"
'bool'?False?"'bool'"?"N/A"
BOOL_LIT?False?"BOOL_LIT"?"N/A"
INT_LIT?False?"INT_LIT"?"N/A"
FLOAT_LIT?False?"FLOAT_LIT"?"N/A"
IDENT?False?"IDENT"?"N/A"
EOF?False?"EOF"?"N/A"
