term?nullable?firstset?followset
start?False?"'int','extern','bool','float','void'"?""
program?False?"'int','extern','bool','float','void'"?"EOF"
extern_list?False?"'extern'"?"'int','float','void','bool'"
extern_list1?True?"'extern',epsilon"?"'int','float','void','bool'"
extern?False?"'extern'"?"'int','extern','bool','float','void'"
decl_list?False?"'int','float','void','bool'"?"EOF"
decl_list1?True?"'int',epsilon,'bool','float','void'"?"EOF"
decl?False?"'int','bool','float','void'"?"'int',EOF,'bool','float','void'"
var_decl?False?"'int','float','bool'"?"'int',EOF,'bool','float','void'"
type_spec?False?"'int','float','void','bool'"?"IDENT"
var_type?False?"'int','float','bool'"?"IDENT"
fun_decl?False?"'int','float','void','bool'"?"'int',EOF,'bool','float','void'"
params?True?"'int',epsilon,'bool','float','void'"?"')'"
param_list?False?"'int','float','bool'"?"')'"
param_list1?True?"epsilon,','"?"')'"
param?False?"'int','float','bool'"?"')',','"
block?False?"'{'"?"'int','while',EOF,';','-','!','return',INT_LIT,BOOL_LIT,'if',FLOAT_LIT,'else','}','{','(',IDENT,'bool','float','void'"
local_decls?True?"'int',epsilon,'bool','float'"?"FLOAT_LIT,'while',';','-','!','return',INT_LIT,BOOL_LIT,'{','(','if',IDENT"
local_decl?False?"'int','float','bool'"?"FLOAT_LIT,'int','while',';','-','!','return',INT_LIT,BOOL_LIT,'{','(','if',IDENT,'bool','float'"
stmt_list?True?"FLOAT_LIT,'while',';','-','!','return',INT_LIT,BOOL_LIT,'{','(','if',epsilon,IDENT"?"'}'"
stmt?False?"FLOAT_LIT,'while',';','-','!','return',INT_LIT,BOOL_LIT,'{','(','if',IDENT"?"FLOAT_LIT,'while',';','-','!','return','}',INT_LIT,BOOL_LIT,'{','(','if',IDENT"
expr_stmt?False?"FLOAT_LIT,BOOL_LIT,'(',IDENT,';','-','!',INT_LIT"?"FLOAT_LIT,'while',';','-','!','return','}',INT_LIT,BOOL_LIT,'{','(','if',IDENT"
while_stmt?False?"'while'"?"FLOAT_LIT,'while',';','-','!','return','}',INT_LIT,BOOL_LIT,'{','(','if',IDENT"
if_stmt?False?"'if'"?"FLOAT_LIT,'while',';','-','!','return','}',INT_LIT,BOOL_LIT,'{','(','if',IDENT"
else_stmt?True?"'else',epsilon"?"FLOAT_LIT,'while',';','-','!','return','}',INT_LIT,BOOL_LIT,'{','(','if',IDENT"
return_stmt?False?"'return'"?"FLOAT_LIT,'while',';','-','!','return','}',INT_LIT,BOOL_LIT,'{','(','if',IDENT"
expr?False?"FLOAT_LIT,'-','!',INT_LIT,BOOL_LIT,'(',IDENT"?"')',',',';'"
rval?False?"FLOAT_LIT,BOOL_LIT,'(',IDENT,'-','!',INT_LIT"?"')',',',';'"
rval_lf?True?"'||',epsilon"?"')',',',';'"
rval1?False?"FLOAT_LIT,BOOL_LIT,'(',IDENT,'-','!',INT_LIT"?"')','||',',',';'"
rval1_lf?True?"'&&',epsilon"?"')','||',',',';'"
rval2?False?"FLOAT_LIT,BOOL_LIT,'(',IDENT,'-','!',INT_LIT"?"')','||',';','&&',','"
rval2_lf?True?"epsilon,'!=','=='"?"')','||',';','&&',','"
rval3?False?"FLOAT_LIT,BOOL_LIT,'(',IDENT,'-','!',INT_LIT"?"')','||','!=',';','&&',',','=='"
rval3_lf?True?"'<','>=',epsilon,'>','<='"?"')','||','!=',';','&&',',','=='"
rval4?False?"FLOAT_LIT,BOOL_LIT,'(',IDENT,'-','!',INT_LIT"?"'<','>=',';',',','<=',')','||','!=','>','&&','=='"
rval4_lf?True?"'-','+',epsilon"?"'<','>=',';',',','<=',')','||','!=','>','&&','=='"
rval5?False?"FLOAT_LIT,BOOL_LIT,'(',IDENT,'-','!',INT_LIT"?"'<','>=',';','-',',','<=',')','||','!=','>','+','&&','=='"
rval5_lf?True?"epsilon,'%','*','/'"?"'<','>=',';','-',',','<=',')','||','!=','>','+','&&','=='"
rval6?False?"FLOAT_LIT,BOOL_LIT,'(',IDENT,'-','!',INT_LIT"?"';','-',',','<=',')','/','<','>=','%','*','||','!=','>','+','&&','=='"
rval7?False?"FLOAT_LIT,BOOL_LIT,'(',IDENT,INT_LIT"?"';','-',',','<=',')','/','<','>=','%','*','||','!=','>','+','&&','=='"
args?True?"FLOAT_LIT,'-','!',INT_LIT,BOOL_LIT,'(',epsilon,IDENT"?"')'"
arg_list?False?"FLOAT_LIT,BOOL_LIT,'(',IDENT,'-','!',INT_LIT"?"')'"
arg_list1?True?"epsilon,','"?"')'"
epsilon?True?""?"N/A"
'('?False?"'('"?"N/A"
')'?False?"')'"?"N/A"
'{'?False?"'{'"?"N/A"
'}'?False?"'}'"?"N/A"
';'?False?"';'"?"N/A"
','?False?"','"?"N/A"
'+'?False?"'+'"?"N/A"
'-'?False?"'-'"?"N/A"
'*'?False?"'*'"?"N/A"
'/'?False?"'/'"?"N/A"
'%'?False?"'%'"?"N/A"
'<'?False?"'<'"?"N/A"
'>'?False?"'>'"?"N/A"
'!'?False?"'!'"?"N/A"
'='?False?"'='"?"N/A"
'<='?False?"'<='"?"N/A"
'>='?False?"'>='"?"N/A"
'=='?False?"'=='"?"N/A"
'!='?False?"'!='"?"N/A"
'||'?False?"'||'"?"N/A"
'&&'?False?"'&&'"?"N/A"
'extern'?False?"'extern'"?"N/A"
'if'?False?"'if'"?"N/A"
'else'?False?"'else'"?"N/A"
'while'?False?"'while'"?"N/A"
'return'?False?"'return'"?"N/A"
'void'?False?"'void'"?"N/A"
'int'?False?"'int'"?"N/A"
'float'?False?"'float'"?"N/A"
'bool'?False?"'bool'"?"N/A"
BOOL_LIT?False?"BOOL_LIT"?"N/A"
INT_LIT?False?"INT_LIT"?"N/A"
FLOAT_LIT?False?"FLOAT_LIT"?"N/A"
IDENT?False?"IDENT"?"N/A"
EOF?False?"EOF"?"N/A"
