term?nullable?firstset?followset
start?False?"'int','bool','extern','float','void'"?""
program?False?"'int','bool','extern','float','void'"?"EOF"
extern_list?False?"'extern'"?"'int','bool','float','void'"
extern_list1?True?"epsilon,'extern'"?"'int','bool','float','void'"
extern?False?"'extern'"?"'int','bool','extern','float','void'"
decl_list?False?"'int','bool','float','void'"?"EOF"
decl_list1?True?"epsilon,'int','bool','float','void'"?"EOF"
decl?False?"'int','bool','float','void'"?"'int','bool',EOF,'float','void'"
var_decl?False?"'bool','int','float'"?"'int','bool',EOF,'float','void'"
type_spec?False?"'int','bool','void','float'"?"IDENT"
var_type?False?"'bool','int','float'"?"IDENT"
fun_decl?False?"'int','bool','void','float'"?"'int','bool',EOF,'float','void'"
params?True?"epsilon,'int','bool','float','void'"?"')'"
param_list?False?"'bool','int','float'"?"')'"
param_list1?True?"epsilon,','"?"')'"
param?False?"'bool','int','float'"?"')',','"
block?False?"'{'"?"'}','(','-','return','float','void',IDENT,'int',EOF,INT_LIT,FLOAT_LIT,'bool','{','else','if','while',';',BOOL_LIT,'!'"
local_decls?True?"epsilon,'int','bool','float'"?"FLOAT_LIT,'(','-','{','return',IDENT,'if','while',INT_LIT,';',BOOL_LIT,'!'"
local_decl?False?"'bool','int','float'"?"FLOAT_LIT,'bool','(','-','{','return','float',IDENT,'int','if','while',INT_LIT,';',BOOL_LIT,'!'"
stmt_list?True?"FLOAT_LIT,epsilon,INT_LIT,'(','-','{','return',IDENT,'if','while',';',BOOL_LIT,'!'"?"'}'"
stmt?False?"FLOAT_LIT,INT_LIT,'(','-','{','return',IDENT,'if','while',';',BOOL_LIT,'!'"?"FLOAT_LIT,'}','(','-','{','return',IDENT,'if','while',INT_LIT,';',BOOL_LIT,'!'"
expr_stmt?False?"FLOAT_LIT,'(',';','-',INT_LIT,BOOL_LIT,'!',IDENT"?"FLOAT_LIT,'}','(','-','{','return',IDENT,'if','while',INT_LIT,';',BOOL_LIT,'!'"
while_stmt?False?"'while'"?"FLOAT_LIT,'}','(','-','{','return',IDENT,'if','while',INT_LIT,';',BOOL_LIT,'!'"
if_stmt?False?"'if'"?"FLOAT_LIT,'}','(','-','{','return',IDENT,'if','while',INT_LIT,';',BOOL_LIT,'!'"
else_stmt?True?"epsilon,'else'"?"FLOAT_LIT,'}','(','-','{','return',IDENT,'if','while',INT_LIT,';',BOOL_LIT,'!'"
return_stmt?False?"'return'"?"FLOAT_LIT,'}','(','-','{','return',IDENT,'if','while',INT_LIT,';',BOOL_LIT,'!'"
expr?False?"FLOAT_LIT,'(','-',IDENT,INT_LIT,BOOL_LIT,'!'"?"';',')',','"
rval?False?"FLOAT_LIT,'(','-',IDENT,INT_LIT,BOOL_LIT,'!'"?"';',')',','"
rval1?False?"FLOAT_LIT,'(','-',IDENT,INT_LIT,BOOL_LIT,'!'"?"';',',',')','||'"
rval2?False?"FLOAT_LIT,'(','-',IDENT,INT_LIT,BOOL_LIT,'!'"?"',','&&',';','||',')'"
rval3?False?"FLOAT_LIT,'(','-',IDENT,INT_LIT,BOOL_LIT,'!'"?"')',',','&&',';','||','=='"
rval4?False?"FLOAT_LIT,'(','-',IDENT,INT_LIT,BOOL_LIT,'!'"?"'<',',','&&','<=','>=','>',')','||',';','=='"
rval5?False?"FLOAT_LIT,'(','-',IDENT,INT_LIT,BOOL_LIT,'!'"?"'<',',','-','&&','<=','>=','>',')','+','||',';','=='"
rval6?False?"FLOAT_LIT,'(','-',INT_LIT,BOOL_LIT,'!',IDENT"?"'==','<','*',',','-','&&','<=','>=','>',')','+','||',';','/','%'"
rval7?False?"FLOAT_LIT,'(',INT_LIT,BOOL_LIT,IDENT"?"'==','<','*',',','-','&&','<=','>=','>',')','+','||',';','/','%'"
args?True?"FLOAT_LIT,epsilon,'(','-',IDENT,INT_LIT,BOOL_LIT,'!'"?"')'"
arg_list?False?"FLOAT_LIT,'(','-',INT_LIT,BOOL_LIT,'!',IDENT"?"')'"
arg_list1?True?"epsilon,','"?"')'"
epsilon?True?""?"N/A"
'('?False?"'('"?"N/A"
')'?False?"')'"?"N/A"
'{'?False?"'{'"?"N/A"
'}'?False?"'}'"?"N/A"
';'?False?"';'"?"N/A"
','?False?"','"?"N/A"
'+'?False?"'+'"?"N/A"
'-'?False?"'-'"?"N/A"
'*'?False?"'*'"?"N/A"
'/'?False?"'/'"?"N/A"
'%'?False?"'%'"?"N/A"
'<'?False?"'<'"?"N/A"
'>'?False?"'>'"?"N/A"
'!'?False?"'!'"?"N/A"
'='?False?"'='"?"N/A"
'<='?False?"'<='"?"N/A"
'>='?False?"'>='"?"N/A"
'=='?False?"'=='"?"N/A"
'!='?False?"'!='"?"N/A"
'||'?False?"'||'"?"N/A"
'&&'?False?"'&&'"?"N/A"
'extern'?False?"'extern'"?"N/A"
'if'?False?"'if'"?"N/A"
'else'?False?"'else'"?"N/A"
'while'?False?"'while'"?"N/A"
'return'?False?"'return'"?"N/A"
'void'?False?"'void'"?"N/A"
'int'?False?"'int'"?"N/A"
'float'?False?"'float'"?"N/A"
'bool'?False?"'bool'"?"N/A"
BOOL_LIT?False?"BOOL_LIT"?"N/A"
INT_LIT?False?"INT_LIT"?"N/A"
FLOAT_LIT?False?"FLOAT_LIT"?"N/A"
IDENT?False?"IDENT"?"N/A"
EOF?False?"EOF"?"N/A"
